,name,sqft,sqm,psf,location,amenities,amenities_count,price
1583,Factory in Ruby Industrial Complex,3175,294.97,680,Potong Pasir (D13),"['Cctv', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Air conditioning', 'It support']",7,2160000
1584,Factory in Tong Lee Building Block B,1141,106,1578,Potong Pasir (D13),[],0,1800000
1585,Retail in Beauty World Plaza,151,14.03,6623,Upper Bukit Timah (D21),[],0,1000000
1586,Retail in Telok Blangah House,237,22.02,4219,Telok Blangah (D4),[],0,1000000
1587,Retail in Oxley Tower,194,18.02,4634,Marina (D1),[],0,899000
1588,General Industrial in Woodlands 11,1900,176.52,421,Woodlands (D25),"['Air conditioning', 'Meeting rooms', '24 hr access', 'Pantry', 'Car park']",5,800000
1589,Retail in Bukit Timah Plaza,517,48.03,2901,Upper Bukit Timah (D21),[],0,1500000
1590,Retail in Tiong Bahru Orchid,3530,327.95,2833,Commonwealth (D3),"['Air conditioning', '24 hr access', 'Car park']",3,10000000
1591,Retail in Boon Lay Shopping Centre,5318,494.06,2256,Tuas (D22),"['Air conditioning', '24 hr access', 'Car park']",3,12000000
1592,Factory in I.Biz Centre,2850,264.77,262,Upper Bukit Timah (D21),[],0,748000
1593,Office in Hexacube,484,44.97,1963,Paya Lebar (D14),"['Air conditioning', 'Column free', 'Bath room']",3,950000
1594,Factory in T-Space,1636,151.99,520,Tampines (D18),['Large floor plate'],1,850000
1595,Retail in Sim Lim Tower,700,65.03,4571,Serangoon Rd (D8),[],0,3200000
1596,Office in Chinatown Point,2346,217.95,2000,Marina (D1),[],0,4692000
1597,Shophouse in Little India Conservation Area,1700,157.94,3529,Serangoon Rd (D8),[],0,6000000
1598,Shophouse in Toa Payoh Court,1400,130.06,1057,Toa Payoh (D12),[],0,1480000
1599,Factory in North Spring Bizhub,11388,"1,057.98",483,Yishun (D27),[],0,5500000
1600,Retail in 537 Bedok North Street 3,1453,134.99,1136,Upper East Coast (D16),[],0,1650000
1601,Office in One North Bridge / High Street Centre,1001,93,1648,Clarke Quay (D6),"['Column free', 'Reception services', 'Cctv', 'Car park', '24 hr access', 'Meeting rooms', 'Air conditioning', 'It support']",8,1650000
1602,General Industrial in Noble Logistics,2960,274.99,649,Potong Pasir (D13),"['Loading bay', 'Car park', 'Pantry', '24 hr access', 'Air conditioning', 'It support']",6,1920000
1603,Retail in Lorong Telok,4000,371.61,4750,Marina (D1),[],0,19000000
1604,Office in One North Bridge / High Street Centre,786,73.02,1692,Clarke Quay (D6),"['Security access', 'Cctv', 'Reception services', 'Car park', '24 hr access', 'Meeting rooms', 'Air conditioning', 'It support']",8,1330000
1605,Office in Midview Building,1088,101.08,363,Choa Chu Kang (D23),"['Air conditioning', 'Bath room', 'Loading bay', '24 hr access', 'Car park']",5,395000
1606,Retail in Cuppage Plaza,269,24.99,3160,River Valley (D9),['Car park'],1,850000
1607,Shophouse in Whistler Grand,312,28.99,3000,Clementi (D5),[],0,936000
1608,Retail in 1953,700,65.03,3286,Serangoon Rd (D8),"['Air conditioning', '24 hr access']",2,2300000
1609,Shophouse in Bedok Town Centre,1593,147.99,3013,Upper East Coast (D16),"['Bath room', '24 hr access', 'Car park']",3,4800000
1610,Factory in Pioneer Centre,1507,140,375,Tuas (D22),['Car park'],1,565000
1611,Retail in Tai Seng Point,215,19.97,3953,Potong Pasir (D13),"['24 hr access', 'Car park']",2,850000
1612,Shophouse in 848 Sims Avenue,1862,172.99,966,Paya Lebar (D14),"['Loading bay', 'Own generator', 'Chilled water supply', 'Broadband', 'Own chiller plant', 'Cctv', 'Car park', 'Pantry']",8,1799000
1613,General Industrial in Oxley Bizhub 2,1023,95.04,714,Paya Lebar (D14),"['Loading bay', 'Secretarial services', 'Videoconferencing', 'Broadband', 'Cctv', 'Car park', 'Pantry', 'Av equipment']",8,730000
1614,Shophouse in 848 Sims Avenue,1862,172.99,967,Paya Lebar (D14),"['Cctv', 'Car park', 'Av equipment', '24 hr access', 'Air conditioning', 'Svc/smatv system', 'Kitchen']",7,1800000
1615,Office in Woods Square,560,52.03,2026,Woodlands (D25),[],0,1134468
1616,Industrial Office in Oxley Bizhub 2,1012,94.02,618,Paya Lebar (D14),['24 hr access'],1,625000
1617,Retail in Kensington Square,355,32.98,4789,Sengkang (D19),"['Loading bay', 'Handicap friendly', 'Security access', 'Bath room', 'Car park', 'Air conditioning', 'Water trap']",7,1700000
1618,Factory in Gold Pine Industrial Building,1894,175.96,676,Potong Pasir (D13),[],0,1280000
1619,Office in M463,38287,"3,556.98",548,Potong Pasir (D13),[],0,21000000
1620,Retail in Highland Centre,388,36.05,1802,Sengkang (D19),"['Security access', 'Air conditioning', 'Cctv', '24 hr access', 'Car park']",5,699000
1621,Warehouse in Oxley Bizhub,958,89,834,Paya Lebar (D14),[],0,799000
1622,Land only in Lok Yang Way,18000,"1,672.25",167,Tuas (D22),[],0,3000000
1623,Warehouse in Oxley Bizhub,958,89,834,Paya Lebar (D14),[],0,799000
1624,Retail in Queensway Shopping Centre/Queensway Tower,403,37.44,2432,Commonwealth (D3),[],0,980000
1625,Factory in Ispace,1701,158.03,353,Tuas (D22),[],0,600000
1626,Factory in The Index,33379,"3,101.01",364,Tuas (D22),[],0,12162290
1627,Office in Singapore Business Federation Center,753,69.96,3493,Marina (D1),[],0,2630000
1628,Shophouse in HDB-Bukit Merah,1280,118.92,1875,Commonwealth (D3),[],0,2400000
1629,Factory in Proxima@Gambas,1774,164.81,281,Yishun (D27),[],0,499000
1630,Retail in Newest,269,24.99,4791,Clementi (D5),[],0,1288888
1631,Retail in Royal Square At Novena,560,52.03,6480,Toa Payoh (D12),"['24 hr access', 'Car park']",2,3629000
1632,Office in International Plaza,409,38,2200,Tanjong Pagar (D2),"['Air conditioning', 'Loading bay', 'Car park']",3,899800
1633,Office in International Plaza,463,43.01,2181,Tanjong Pagar (D2),"['Loading bay', 'Air conditioning', 'Cctv', 'Car park']",4,1010000
1634,Office in International Plaza,969,90.02,2000,Tanjong Pagar (D2),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,1938000
1635,Office in International Plaza,1313,121.98,1980,Tanjong Pagar (D2),"['Loading bay', 'Cctv', 'Car park', '24 hr access', 'Backup generator', 'Air conditioning']",6,2600000
1636,Office in International Plaza,980,91.04,2000,Tanjong Pagar (D2),"['Air conditioning', 'Cctv', 'Car park', 'Meeting rooms']",4,1960000
1637,Office in International Plaza,463,43.01,2160,Tanjong Pagar (D2),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,1000000
1638,Factory in Da Jin Factory Building,1194,110.93,778,Sengkang (D19),[],0,928888
1639,Office in M463,38287,"3,556.98",548,Potong Pasir (D13),[],0,21000000
1640,Office in M463,38287,"3,556.98",548,Potong Pasir (D13),[],0,21000000
1641,Office in M463,38287,"3,556.98",548,Potong Pasir (D13),[],0,21000000
1642,Retail in Pavilion Square,183,17,6831,Paya Lebar (D14),[],0,1250000
1643,Office in United House,592,55,2750,River Valley (D9),"['Air conditioning', 'Pantry', 'Meeting rooms']",3,1628000
1644,Office in United House,441,40.97,2766,River Valley (D9),['Air conditioning'],1,1220000
1645,Factory in Ark @ Gambas,1604,149.02,436,Yishun (D27),[],0,700000
1646,Office in Singapore Business Federation Center,753,69.96,3586,Marina (D1),"['Air conditioning', '24 hr access']",2,2700000
1647,Shophouse in 474 Tampines Street 43,1900,176.52,1411,Tampines (D18),"['Bath room', 'Column free', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Security access', 'Water trap']",8,2680000
1648,Retail in Balestier Point,5000,464.51,900,Toa Payoh (D12),"['Air conditioning', 'Security access', '24 hr access']",3,4500000
1649,Shophouse in 202 Ang Mo Kio Avenue 9,1600,148.64,1375,Thomson (D20),"['Air conditioning', '24 hr access', 'Pantry', 'Car park']",4,2200000
1650,Retail in Katong Shopping Centre,400,37.16,4125,Marine Parade (D15),"['Car park', 'Pantry', '24 hr access', 'Air conditioning', 'Water trap', 'Kitchen']",6,1650000
1651,Retail in Linear Green @ Bedok,450,41.81,2556,Upper East Coast (D16),"['Air conditioning', '24 hr access', 'Car park']",3,1150000
1652,Shophouse in HDB-Hougang,750,69.68,3307,Sengkang (D19),"['Air conditioning', 'Water trap', 'Column free', '24 hr access']",4,2480000
1653,Shophouse in Tiong Bahru Orchid,1300,120.77,1269,Commonwealth (D3),"['Air conditioning', '24 hr access', 'Car park']",3,1650000
1654,Shophouse in HDB-Hougang,700,65.03,3400,Sengkang (D19),"['Air conditioning', '24 hr access', 'Car park']",3,2380000
1655,Retail in Holland Road Shopping Centre,850,78.97,6471,Holland (D10),"['Air conditioning', '24 hr access', 'Car park']",3,5500000
1656,Shophouse in Tank Road,6500,603.87,2000,River Valley (D9),"['Air conditioning', '24 hr access', 'Pantry']",3,13000000
1657,Shophouse in Bedok Town Centre,1600,148.64,2813,Upper East Coast (D16),"['Air conditioning', '24 hr access', 'Car park']",3,4500000
1658,Factory in Midview Building,1826,169.64,703,Choa Chu Kang (D23),[],0,1283000
1659,Shophouse in Desker Road,2100,195.1,1810,Serangoon Rd (D8),[],0,3800800
1660,General Industrial in CT Hub,1120,104.05,880,Toa Payoh (D12),"['Loading bay', 'Column free', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Meeting rooms', 'Air conditioning']",8,985600
1661,Industrial Office in Petro Centre,1757,163.23,672,Commonwealth (D3),"['Bath room', 'Handicap friendly', 'Security access', 'Broadband', 'Reception services', 'Cctv', 'Car park', 'Pantry']",8,1180000
1662,Factory in Ubi Techpark,1625,150.97,492,Paya Lebar (D14),"['Column free', 'Reception services', 'Pantry', 'Meeting rooms', 'Security access', 'Air conditioning', 'Isdn']",7,800000
1663,Shophouse in Serangoon Garden Estate,2108,195.84,1755,Sengkang (D19),"['24 hr access', 'Car park']",2,3700000
1664,Office in The Bencoolen,2217,205.97,1894,Rochor (D7),"['Loading bay', 'Handicap friendly', 'Column free', 'Broadband', 'Bath room', 'Cctv', 'Car park', 'Pantry']",8,4200000
1665,Office in Chiat Hong Building,3584,332.96,1228,Rochor (D7),"['Bath room', 'Column free', 'Broadband', 'Cctv', '24 hr access', 'Large floor plate', 'Air conditioning']",7,4400000
1666,Office in The Bencoolen,1292,120.03,2090,Rochor (D7),"['Bath room', 'Column free', 'Broadband', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Air conditioning']",8,2700000
1667,Shophouse in Opal Crescent,1553,144.28,2125,Toa Payoh (D12),"['Car park', '24 hr access', 'Pantry', 'Kitchen']",4,3300000
1668,Office in The Bencoolen,4197,389.91,1811,Rochor (D7),"['Loading bay', 'Security access', 'Broadband', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Large floor plate']",8,7600000
1669,Retail in The Plaza,1108,102.94,1670,Rochor (D7),"['Loading bay', 'Column free', 'Cctv', 'Car park', '24 hr access', 'Air conditioning']",6,1850000
1670,Factory in Cendex Centre,1539,142.98,773,Commonwealth (D3),[],0,1190000
1671,Factory in Harvest @ Woodlands,1088,101.08,441,Yishun (D27),"['Loading bay', 'Bath room', 'Column free', '24 hr access', 'Car park']",5,480000
1672,Shophouse in Little India Conservation Area,2059,191.29,3099,Serangoon Rd (D8),['Car park'],1,6380000
1673,Retail in Concorde Shopping Centre,269,24.99,1933,Commonwealth (D3),"['Air conditioning', 'Security access', 'Car park']",3,520000
1674,Shophouse in Rowell Road,13300,"1,235.61",1842,Serangoon Rd (D8),"['Loading bay', 'Air conditioning', 'Column free', '24 hr access', 'Car park']",5,24500000
1675,Shophouse in Nee Soon Central Vista,1400,130.06,343,Yishun (D27),"['Bath room', '24 hr access', 'Car park']",3,480000
1676,Shophouse in Toa Payoh View,1410,130.99,1489,Toa Payoh (D12),[],0,2100000
1677,Shophouse in 509 Bedok North Street 3,1452,134.9,1309,Upper East Coast (D16),[],0,1900000
1678,Shophouse in Perak Road,3198,297.1,1532,Serangoon Rd (D8),['24 hr access'],1,4900000
1679,Retail in Bukit Timah Shopping Centre,650,60.39,2908,Upper Bukit Timah (D21),[],0,1890000
1680,Factory in West Point Bizhub,7800,724.64,217,Tuas (D22),"['Column free', 'Large floor plate', 'Meeting rooms']",3,1688888
1681,Shophouse in HDB-Kallang/Whampoa,1610,149.57,1211,Serangoon Rd (D8),[],0,1950000
1682,General Industrial in Mega @ Woodlands,1765,163.97,263,Woodlands (D25),"['Loading bay', 'Column free', 'Bath room', 'Car park', '24 hr access', 'Meeting rooms']",6,464000
1683,General Industrial in Mega @ Woodlands,2013,187.01,302,Woodlands (D25),"['Loading bay', 'Security access', 'Bath room', 'Car park', '24 hr access', 'Meeting rooms', 'Column free']",7,607000
1684,Office in The Plaza,678,62.99,1600,Rochor (D7),[],0,1085000
1685,Office in Singapore Labour Foundation Complex,9400,873.29,1011,Novena (D11),[],0,9500000
1686,Office in One North Bridge / High Street Centre,635,58.99,2047,Clarke Quay (D6),[],0,1300000
1687,Factory in Pioneer Junction,1450,134.71,241,Tuas (D22),[],0,350000
1688,Factory in Eunos Technolink,2960,274.99,389,Paya Lebar (D14),"['Car park', 'Large floor plate']",2,1150000
1689,Factory in Eunos Technolink,3723,345.88,349,Paya Lebar (D14),"['Car park', 'Large floor plate']",2,1300000
1690,Retail in Junction Nine,646,60.02,4025,Yishun (D27),[],0,2600000
1691,Factory in Loyang Enterprise Building,11453,"1,064.02",201,Changi Village (D17),"['Bath room', 'Handicap friendly', 'Column free', 'Chilled water supply', 'Car park', '24 hr access', 'Large floor plate', 'Loading bay']",8,2300000
1692,Factory in Yi Guang Factory Building,3121,289.95,961,Paya Lebar (D14),[],0,3000000
1693,Factory in North Spring Bizhub,3583,332.87,1027,Yishun (D27),[],0,3680000
1694,Factory in Woodlands Industrial Xchange,1723,160.07,305,Woodlands (D25),[],0,525000
1695,Factory in Mega @ Woodlands,1713,159.14,379,Woodlands (D25),[],0,650000
1696,Shophouse in Rowell Court,680,63.17,1294,Serangoon Rd (D8),"['Bath room', 'Handicap friendly', 'Column free', 'Broadband', 'Loading bay', 'Pantry', 'Car park', 'Cat 5/6 cabling']",8,880000
1697,Shophouse in HDB-Jurong East,1011,93.92,1879,Tuas (D22),[],0,1900000
1698,Shophouse in Rumah Tinggi View,1227,113.99,937,Commonwealth (D3),['Car park'],1,1150000
1699,Shophouse in 340 Ang Mo Kio Avenue 1,3039,282.33,1316,Thomson (D20),['Air conditioning'],1,4000000
1700,Shophouse in HDB-Jurong East,1615,150.04,1115,Tuas (D22),[],0,1800000
1701,Shophouse in HDB-Bukit Merah,1570,145.86,1401,Commonwealth (D3),[],0,2200000
1702,Shophouse in Sims Vista,1500,139.35,1153,Paya Lebar (D14),[],0,1730000
1703,Industrial Office in Excalibur Centre,3390,314.94,487,Paya Lebar (D14),"['Air conditioning', 'Bath room', '24 hr access', 'Pantry', 'Car park']",5,1650000
1704,Office in Paya Lebar Square,484,44.97,1963,Paya Lebar (D14),[],0,950000
1705,General Industrial in Shun Li Industrial Park,2344,217.76,512,Paya Lebar (D14),"['Bath room', 'Column free', 'Cctv', 'Car park', '24 hr access', 'Large floor plate', 'Loading bay']",7,1200000
1706,Factory in Westlink Two,3369,312.99,341,Tuas (D22),[],0,1150000
1707,Shophouse in 465 North Bridge Road,640,59.46,2578,Rochor (D7),[],0,1650000
1708,Retail in Stars Of Kovan,592,55,6493,Sengkang (D19),[],0,3844000
1709,Shophouse in Little India Conservation Area,3200,297.29,1875,Serangoon Rd (D8),[],0,6000000
1710,Factory in Wcega Tower,1173,108.98,529,Choa Chu Kang (D23),[],0,620000
1711,Factory in Biztech Centre,1162,107.95,1248,Paya Lebar (D14),[],0,1450000
1712,Shophouse in River Valley Road,3600,334.45,3056,Telok Blangah (D4),['Air conditioning'],1,11000000
1713,Retail in Arc 380,366,34,5956,Serangoon Rd (D8),"['Air conditioning', 'Cctv', 'Car park']",3,2180000
1714,Office in Centropod @ Changi,624,57.97,2083,Paya Lebar (D14),['Air conditioning'],1,1300000
1715,Retail in Connexion,775,72,4406,Serangoon Rd (D8),[],0,3415000
1716,Factory in Woodlands East Industrial Estate,1593,147.99,257,Woodlands (D25),[],0,410000
1717,Retail in Novena Regency,657,61.04,5023,Novena (D11),"['Air conditioning', 'Bath room', 'Column free', 'Car park']",4,3300000
1718,Retail in Spazio @ Kovan,603,56.02,3648,Sengkang (D19),[],0,2200000
1719,Retail in Bras Basah Complex,818,75.99,3056,Rochor (D7),"['Cctv', '24 hr access']",2,2500000
1720,Warehouse in Oxley Bizhub,958,89,668,Paya Lebar (D14),[],0,640000
1721,Retail in Katong Shopping Centre,215,19.97,3837,Marine Parade (D15),"['Air conditioning', 'Water trap', 'Column free', 'Car park']",4,825000
1722,Retail in Sim Lim Square,344,31.96,5523,Rochor (D7),[],0,1900000
1723,Factory in North Spring Bizhub,3583,332.87,1027,Yishun (D27),[],0,3680000
1724,Factory in Kewalram House,2282,212,504,Commonwealth (D3),[],0,1150000
1725,Shophouse in The Promenade @ Pelikat,258,23.97,2709,Sengkang (D19),[],0,699000
1726,Office in Vertex,1733,161,519,Paya Lebar (D14),"['Air conditioning', '24 hr access']",2,900000
1727,Factory in D'Centennial,1368,127.09,950,Paya Lebar (D14),[],0,1300000
1728,Office in Kembangan Court,603,56.02,2488,Paya Lebar (D14),"['Cctv', '24 hr access', 'Car park']",3,1500000
1729,Factory in North Spring Bizhub,3583,332.87,1027,Yishun (D27),[],0,3680000
1730,Retail in Shenton House,3983,370.03,1888,Marina (D1),[],0,7520000
1731,Office in Suntec City Towers,3606,335.01,2997,Marina (D1),[],0,10808800
1732,Warehouse in Alpha Industrial Building,1970,183.02,424,Tuas (D22),"['Bath room', 'Security access', 'Reception services', 'Cctv', 'Car park', 'Dual power', '24 hr access', 'Meeting rooms']",8,835000
1733,Factory in Shun Li Industrial Park,2336,217.02,425,Paya Lebar (D14),"['Loading bay', 'Column free', '24 hr access', 'Large floor plate', 'Chilled water supply']",5,992800
1734,Shophouse in Bedok Town Centre,1592,147.9,3003,Upper East Coast (D16),"['Air conditioning', '24 hr access']",2,4780000
1735,Retail in Tyrwhitt Road,5660,525.83,1481,Serangoon Rd (D8),['Air conditioning'],1,8380000
1736,Office in 1 Upper Circular Road,10000,929.03,3200,Marina (D1),"['Air conditioning', 'Car park']",2,32000000
1737,Office in Woods Square,560,52.03,2067,Woodlands (D25),"['Security access', 'Air conditioning', 'Reception services', '24 hr access']",4,1157720
1738,Retail in Sherwood Towers,2024,188.04,1309,Upper Bukit Timah (D21),"['Air conditioning', 'Bath room', 'Pantry']",3,2650000
1739,Retail in Millage,237,22.02,3376,Paya Lebar (D14),[],0,800000
1740,Factory in North Spring Bizhub,10979,"1,019.98",501,Yishun (D27),[],0,5500000
1741,Retail in Grandlink Square,119,11.06,4202,Paya Lebar (D14),['Air conditioning'],1,500000
1742,Retail in 89 Upper Paya Lebar Road,4055,376.72,2047,Sengkang (D19),[],0,8300000
1743,Retail in Nordcom Two,5329,495.08,1066,Yishun (D27),"['Grease trap', 'Water trap', 'Loading bay', 'Car park', 'Kitchen']",5,5680700
1744,Food & Beverage in Eunos Techpark,7696,714.98,860,Paya Lebar (D14),"['Grease trap', 'Water trap', 'Loading bay', 'Car park', 'Kitchen']",5,6618888
1745,Food & Beverage in Enterprise One,10409,967.03,1441,Paya Lebar (D14),"['Grease trap', 'Water trap', 'Loading bay', 'Car park', 'Kitchen']",5,15000008
1746,Retail in Stars Of Kovan,441,40.97,5556,Sengkang (D19),"['Loading bay', 'Car park']",2,2450000
1747,Retail in Sultan Gate Place,3261,302.96,2361,Rochor (D7),[],0,7700000
1748,Office in Rocca Balestier,2992,277.97,1103,Toa Payoh (D12),[],0,3300000
